INI_SIGN_MONTH,INI_CONTRACT_TYPE,CONTRACT1_TYPE,CONTRACT2_TYPE,CONTRACT3_TYPE,CONTRACTS,CONTRACTS_GR,DUR_INI_FIRST,DUR_INI_SECOND,DUR_INI_THIRD,DUR_FIRST_SECOND,DUR_FIRST_THIRD,DUR_SECOND_THIRD,CLIENTS
2021-06-01,CD,CL,CL,NC,2,2,19.0,37.0,,18.0,,,2
2021-06-01,CD,CD,CD,CD,3,3,0.0,35.0,40.0,35.0,40.0,5.0,1
2021-06-01,CD,CD,CD,CL,4,3+,6.0,11.0,23.0,5.0,17.0,12.0,1
2021-06-01,CD,CD,CD,CD,3,3,12.0,24.0,34.0,12.0,22.0,10.0,2
2021-06-01,CD,CD,CD,CD,3,3,7.0,19.0,26.0,12.0,19.0,7.0,1
2021-06-01,TW,CL,CL,NC,2,2,19.0,32.0,,13.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,19.0,26.0,30.0,7.0,11.0,4.0,1
2021-06-01,CD,CL,CD,NC,2,2,19.0,31.0,,12.0,,,1
2021-06-01,TW,CC,NC,NC,1,1,7.0,,,,,,1
2021-06-01,CD,CD,CD,CD,3,3,28.0,31.0,38.0,3.0,10.0,7.0,1
2021-06-01,CD,CL,CD,NC,2,2,15.0,30.0,,15.0,,,1
2021-06-01,TW,CL,CD,NC,2,2,31.0,35.0,,4.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,8.0,29.0,37.0,21.0,29.0,8.0,1
2021-06-01,CD,CD,CD,CD,3,3,13.0,24.0,33.0,11.0,20.0,9.0,1
2021-06-01,CD,CD,CD,CD,3,3,20.0,30.0,36.0,10.0,16.0,6.0,1
2021-06-01,CD,CD,TW,CD,3,3,20.0,26.0,32.0,6.0,12.0,6.0,1
2021-06-01,CL,CL,CD,TW,5,3+,12.0,14.0,19.0,2.0,7.0,5.0,1
2021-06-01,CD,CD,CD,CD,3,3,7.0,11.0,34.0,4.0,27.0,23.0,1
2021-06-01,CD,CD,CD,CD,4,3+,16.0,26.0,27.0,10.0,11.0,1.0,1
2021-06-01,CD,CD,CD,CD,3,3,7.0,13.0,30.0,6.0,23.0,17.0,1
2021-06-01,CD,CD,CD,CD,3,3,7.0,26.0,32.0,19.0,25.0,6.0,1
2021-06-01,CD,CD,CD,CD,3,3,26.0,29.0,30.0,3.0,4.0,1.0,1
2021-06-01,CD,CD,CD,CD,3,3,10.0,13.0,15.0,3.0,5.0,2.0,1
2021-06-01,CD,CD,CD,CL,3,3,19.0,39.0,39.0,20.0,20.0,0.0,1
2021-06-01,CD,CD,CC,CL,3,3,14.0,14.0,29.0,0.0,15.0,15.0,1
2021-06-01,CD,CD,CL,CL,3,3,9.0,31.0,37.0,22.0,28.0,6.0,1
2021-06-01,CD,CD,CD,CD,4,3+,7.0,21.0,27.0,14.0,20.0,6.0,1
2021-06-01,CD,CD,CL,NC,2,2,8.0,37.0,,29.0,,,3
2021-06-01,TW,CL,NC,NC,1,1,30.0,,,,,,1
2021-06-01,CL,CD,CL,CC,5,3+,8.0,21.0,27.0,13.0,19.0,6.0,1
2021-06-01,CD,CD,CD,CD,3,3,12.0,24.0,30.0,12.0,18.0,6.0,1
2021-06-01,TW,CD,CC,CL,3,3,10.0,31.0,38.0,21.0,28.0,7.0,1
2021-06-01,CD,CD,CD,CD,3,3,11.0,21.0,35.0,10.0,24.0,14.0,3
2021-06-01,CD,CD,CC,NC,2,2,25.0,36.0,,11.0,,,1
2021-06-01,CD,CD,CD,CD,4,3+,8.0,14.0,30.0,6.0,22.0,16.0,1
2021-06-01,CD,CL,CL,CL,3,3,15.0,26.0,35.0,11.0,20.0,9.0,1
2021-06-01,CD,CD,CD,CL,6,3+,1.0,14.0,29.0,13.0,28.0,15.0,1
2021-06-01,CD,CD,CD,CD,4,3+,7.0,10.0,24.0,3.0,17.0,14.0,1
2021-06-01,CD,CD,CL,NC,2,2,0.0,5.0,,5.0,,,1
2021-06-01,CD,CD,CC,CL,3,3,19.0,19.0,32.0,0.0,13.0,13.0,1
2021-06-01,CD,CD,CD,CD,4,3+,7.0,7.0,13.0,0.0,6.0,6.0,1
2021-06-01,CD,CD,CD,CD,4,3+,12.0,12.0,31.0,0.0,19.0,19.0,1
2021-06-01,CD,CD,CD,CC,4,3+,7.0,10.0,11.0,3.0,4.0,1.0,1
2021-06-01,CD,CC,CD,NC,2,2,0.0,29.0,,29.0,,,2
2021-06-01,CD,CD,CD,CL,3,3,1.0,21.0,26.0,20.0,25.0,5.0,1
2021-06-01,CD,CC,CL,NC,2,2,15.0,18.0,,3.0,,,1
2021-06-01,CD,CD,CD,CD,6,3+,6.0,8.0,11.0,2.0,5.0,3.0,1
2021-06-01,CD,CC,CL,NC,2,2,10.0,10.0,,0.0,,,2
2021-06-01,CD,CL,CL,CL,5,3+,6.0,9.0,15.0,3.0,9.0,6.0,1
2021-06-01,CD,CD,CD,CL,3,3,14.0,18.0,18.0,4.0,4.0,0.0,1
2021-06-01,CD,CL,CL,CL,3,3,18.0,20.0,35.0,2.0,17.0,15.0,1
2021-06-01,CD,CC,CD,CD,3,3,4.0,22.0,28.0,18.0,24.0,6.0,1
2021-06-01,CL,CC,CC,NC,2,2,3.0,25.0,,22.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,11.0,28.0,40.0,17.0,29.0,12.0,1
2021-06-01,CD,CL,CL,CD,3,3,13.0,29.0,35.0,16.0,22.0,6.0,1
2021-06-01,CD,CD,TW,TW,4,3+,7.0,32.0,39.0,25.0,32.0,7.0,1
2021-06-01,CD,CD,CD,CD,3,3,11.0,16.0,32.0,5.0,21.0,16.0,1
2021-06-01,CD,CD,CD,CD,3,3,11.0,17.0,30.0,6.0,19.0,13.0,1
2021-06-01,CD,TW,CL,NC,2,2,19.0,31.0,,12.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,14.0,17.0,39.0,3.0,25.0,22.0,1
2021-06-01,TW,CD,CD,CD,3,3,29.0,32.0,38.0,3.0,9.0,6.0,1
2021-06-01,CD,CD,CD,NC,2,2,16.0,39.0,,23.0,,,6
2021-06-01,CD,CC,CL,NC,2,2,27.0,27.0,,0.0,,,1
2021-06-01,CD,CD,CC,CL,4,3+,13.0,23.0,23.0,10.0,10.0,0.0,1
2021-06-01,CD,CC,CD,NC,2,2,12.0,15.0,,3.0,,,2
2021-06-01,CD,CD,CD,CD,3,3,16.0,21.0,25.0,5.0,9.0,4.0,1
2021-06-01,CD,CD,CD,CD,3,3,4.0,15.0,16.0,11.0,12.0,1.0,1
2021-06-01,CD,CC,CL,CL,7,3+,0.0,6.0,19.0,6.0,19.0,13.0,1
2021-06-01,CD,CL,CL,NC,2,2,7.0,26.0,,19.0,,,2
2021-06-01,CD,CD,CD,CD,3,3,2.0,2.0,33.0,0.0,31.0,31.0,1
2021-06-01,CD,CL,CD,CC,3,3,19.0,29.0,31.0,10.0,12.0,2.0,1
2021-06-01,CD,CD,CD,CD,5,3+,4.0,14.0,20.0,10.0,16.0,6.0,1
2021-06-01,CD,CD,CD,CL,6,3+,11.0,16.0,20.0,5.0,9.0,4.0,1
2021-06-01,CD,CD,CL,NC,2,2,2.0,12.0,,10.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,25.0,33.0,34.0,8.0,9.0,1.0,1
2021-06-01,CD,CD,HPL,CL,3,3,24.0,35.0,40.0,11.0,16.0,5.0,1
2021-06-01,CD,CL,CD,NC,2,2,8.0,30.0,,22.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,26.0,29.0,37.0,3.0,11.0,8.0,1
2021-06-01,CD,CD,TW,NC,2,2,25.0,40.0,,15.0,,,1
2021-06-01,CD,CD,TW,NC,2,2,2.0,25.0,,23.0,,,1
2021-06-01,CD,CD,CC,NC,2,2,17.0,18.0,,1.0,,,1
2021-06-01,CD,CD,CD,CD,4,3+,6.0,18.0,27.0,12.0,21.0,9.0,1
2021-06-01,CD,CD,CD,CL,4,3+,3.0,7.0,19.0,4.0,16.0,12.0,1
2021-06-01,CD,CD,CD,CD,3,3,2.0,11.0,19.0,9.0,17.0,8.0,1
2021-06-01,CD,CL,CD,CD,3,3,6.0,10.0,13.0,4.0,7.0,3.0,1
2021-06-01,CD,CC,CD,CC,6,3+,0.0,7.0,7.0,7.0,7.0,0.0,1
2021-06-01,CD,CD,CC,CD,5,3+,7.0,7.0,8.0,0.0,1.0,1.0,1
2021-06-01,CD,CD,CD,CD,5,3+,11.0,17.0,22.0,6.0,11.0,5.0,1
2021-06-01,CC,CL,NC,NC,1,1,18.0,,,,,,1
2021-06-01,CD,CD,CD,CD,3,3,9.0,23.0,28.0,14.0,19.0,5.0,1
2021-06-01,CD,CD,CD,CD,4,3+,27.0,27.0,31.0,0.0,4.0,4.0,1
2021-06-01,CD,CD,CD,CD,3,3,5.0,13.0,16.0,8.0,11.0,3.0,1
2021-06-01,CD,CD,CD,CC,4,3+,4.0,4.0,23.0,0.0,19.0,19.0,1
2021-06-01,CD,CD,CL,CL,6,3+,7.0,18.0,25.0,11.0,18.0,7.0,1
2021-06-01,CD,CD,CD,CD,3,3,5.0,16.0,26.0,11.0,21.0,10.0,1
2021-06-01,CD,CL,CC,CL,3,3,6.0,7.0,33.0,1.0,27.0,26.0,1
2021-06-01,CD,TW,CD,CD,4,3+,7.0,21.0,26.0,14.0,19.0,5.0,1
2021-06-01,CD,CD,TW,CL,3,3,5.0,16.0,25.0,11.0,20.0,9.0,1
2021-06-01,CD,CD,TW,NC,2,2,6.0,13.0,,7.0,,,1
2021-06-01,CD,CD,CD,CD,4,3+,13.0,24.0,26.0,11.0,13.0,2.0,1
2021-06-01,CD,CL,HPL,NC,2,2,15.0,39.0,,24.0,,,1
2021-06-01,CD,CD,CD,CD,4,3+,34.0,36.0,38.0,2.0,4.0,2.0,1
2021-06-01,CD,CL,CL,CL,4,3+,15.0,25.0,30.0,10.0,15.0,5.0,1
2021-06-01,CD,CD,CL,NC,2,2,15.0,23.0,,8.0,,,1
2021-06-01,CD,CD,CC,CD,8,3+,9.0,9.0,12.0,0.0,3.0,3.0,1
2021-06-01,CD,CL,CL,NC,2,2,6.0,38.0,,32.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,8.0,23.0,38.0,15.0,30.0,15.0,1
2021-06-01,CD,CD,CD,CC,3,3,7.0,38.0,40.0,31.0,33.0,2.0,1
2021-06-01,CD,CD,CD,CD,3,3,5.0,32.0,40.0,27.0,35.0,8.0,1
2021-06-01,CD,CC,CC,CC,3,3,2.0,22.0,37.0,20.0,35.0,15.0,1
2021-06-01,CD,CD,CD,CD,3,3,23.0,32.0,36.0,9.0,13.0,4.0,1
2021-06-01,CL,CL,CL,CL,7,3+,5.0,10.0,14.0,5.0,9.0,4.0,1
2021-06-01,CD,CD,CD,NC,2,2,19.0,19.0,,0.0,,,1
2021-06-01,CL,CL,CL,CL,3,3,4.0,20.0,34.0,16.0,30.0,14.0,1
2021-06-01,CD,CD,CC,CD,7,3+,9.0,9.0,17.0,0.0,8.0,8.0,1
2021-06-01,CD,CL,CL,CL,3,3,10.0,17.0,34.0,7.0,24.0,17.0,1
2021-06-01,CD,CD,CD,CL,3,3,7.0,9.0,15.0,2.0,8.0,6.0,1
2021-07-01,CD,CL,NC,NC,1,1,39.0,,,,,,4
2021-07-01,TW,CD,NC,NC,1,1,35.0,,,,,,1
2021-07-01,CD,CD,CD,CD,5,3+,5.0,6.0,30.0,1.0,25.0,24.0,1
2021-07-01,CD,CD,CD,CL,4,3+,9.0,19.0,26.0,10.0,17.0,7.0,1
2021-07-01,CD,CD,CD,CD,3,3,2.0,9.0,30.0,7.0,28.0,21.0,1
2021-07-01,CL,CC,NC,NC,1,1,31.0,,,,,,2
2021-07-01,CD,CL,CD,NC,2,2,21.0,30.0,,9.0,,,1
2021-07-01,CD,CD,CD,CC,5,3+,3.0,7.0,17.0,4.0,14.0,10.0,1
2021-07-01,CD,CD,CL,CL,3,3,6.0,23.0,35.0,17.0,29.0,12.0,1
2021-07-01,CD,CD,CD,CD,3,3,18.0,22.0,22.0,4.0,4.0,0.0,1
2021-07-01,CD,CL,CD,CD,3,3,14.0,17.0,29.0,3.0,15.0,12.0,1
2021-07-01,CD,CD,CL,CL,4,3+,3.0,5.0,12.0,2.0,9.0,7.0,1
2021-07-01,CD,CD,CC,CD,3,3,2.0,2.0,14.0,0.0,12.0,12.0,1
2021-07-01,CD,CD,CD,CD,3,3,7.0,9.0,10.0,2.0,3.0,1.0,1
2021-07-01,CD,CD,CD,CD,3,3,6.0,6.0,10.0,0.0,4.0,4.0,1
2021-07-01,CL,CL,CC,CL,3,3,11.0,25.0,25.0,14.0,14.0,0.0,1
2021-07-01,CD,CD,CD,CD,3,3,8.0,11.0,33.0,3.0,25.0,22.0,1
2021-07-01,CD,CL,HPL,CD,3,3,16.0,36.0,36.0,20.0,20.0,0.0,1
2021-07-01,CD,CD,TW,NC,2,2,5.0,18.0,,13.0,,,1
2021-07-01,CD,CD,CL,CD,4,3+,2.0,14.0,19.0,12.0,17.0,5.0,1
2021-07-01,CD,CD,CL,NC,2,2,7.0,11.0,,4.0,,,1
2021-07-01,CL,CL,CL,TW,3,3,6.0,16.0,24.0,10.0,18.0,8.0,1
2021-07-01,CL,CD,CD,NC,2,2,22.0,36.0,,14.0,,,1
2021-07-01,CL,CL,CL,CL,3,3,14.0,19.0,24.0,5.0,10.0,5.0,1
2021-07-01,CD,CL,CD,CD,3,3,18.0,31.0,34.0,13.0,16.0,3.0,1
2021-07-01,CD,CD,CD,NC,2,2,30.0,30.0,,0.0,,,1
2021-07-01,CD,CD,CD,CD,4,3+,3.0,15.0,21.0,12.0,18.0,6.0,1
2021-07-01,CC,CL,CD,CL,3,3,20.0,24.0,37.0,4.0,17.0,13.0,1
2021-07-01,TW,CD,NC,NC,1,1,4.0,,,,,,3
2021-07-01,TW,CL,CC,NC,2,2,8.0,32.0,,24.0,,,1
2021-07-01,CD,CD,CD,NC,2,2,29.0,35.0,,6.0,,,4
2021-07-01,CD,CL,CL,CL,4,3+,11.0,19.0,32.0,8.0,21.0,13.0,1
2021-07-01,CD,TW,CD,CD,3,3,8.0,16.0,29.0,8.0,21.0,13.0,1
2021-07-01,CD,CC,CD,CD,3,3,0.0,14.0,37.0,14.0,37.0,23.0,1
2021-07-01,CD,CL,CC,NC,2,2,10.0,38.0,,28.0,,,1
2021-07-01,CD,CD,CL,CD,4,3+,16.0,22.0,27.0,6.0,11.0,5.0,1
2021-07-01,CD,CD,CD,CD,3,3,8.0,21.0,35.0,13.0,27.0,14.0,1
2021-07-01,CD,CL,CD,CD,4,3+,16.0,24.0,31.0,8.0,15.0,7.0,1
2021-07-01,CD,CD,CD,CD,3,3,5.0,9.0,12.0,4.0,7.0,3.0,2
2021-07-01,TW,CL,NC,NC,1,1,33.0,,,,,,1
2021-07-01,CD,CL,CL,CC,4,3+,5.0,10.0,22.0,5.0,17.0,12.0,1
2021-07-01,CD,CD,CD,CD,3,3,29.0,30.0,33.0,1.0,4.0,3.0,1
2021-07-01,CL,CL,CD,NC,2,2,13.0,30.0,,17.0,,,1
2021-07-01,CL,CD,CL,NC,2,2,7.0,11.0,,4.0,,,1
2021-07-01,TW,CD,NC,NC,1,1,20.0,,,,,,1
2021-07-01,CD,CD,CD,CD,5,3+,3.0,6.0,13.0,3.0,10.0,7.0,1
2021-07-01,CD,CD,CD,CD,3,3,24.0,32.0,36.0,8.0,12.0,4.0,1
2021-07-01,CD,CD,CD,CD,3,3,6.0,18.0,31.0,12.0,25.0,13.0,1
2021-07-01,CD,CL,CL,CL,3,3,10.0,29.0,39.0,19.0,29.0,10.0,1
2021-07-01,CD,CD,CD,CD,3,3,13.0,14.0,24.0,1.0,11.0,10.0,1
2021-07-01,CD,CD,CD,CD,4,3+,9.0,16.0,17.0,7.0,8.0,1.0,1
2021-07-01,CL,CL,CL,CL,4,3+,10.0,17.0,30.0,7.0,20.0,13.0,1
2021-07-01,CD,CL,CL,CL,4,3+,18.0,26.0,34.0,8.0,16.0,8.0,1
2021-07-01,CD,CL,CL,CL,3,3,1.0,2.0,2.0,1.0,1.0,0.0,1
2021-07-01,CD,CC,TW,NC,2,2,0.0,1.0,,1.0,,,1
2021-07-01,CD,CD,CC,NC,2,2,4.0,14.0,,10.0,,,1
2021-07-01,CL,CC,CL,NC,2,2,15.0,15.0,,0.0,,,3
2021-07-01,CD,CD,CD,CD,3,3,6.0,12.0,32.0,6.0,26.0,20.0,1
2021-07-01,CD,CD,CD,CD,3,3,25.0,31.0,34.0,6.0,9.0,3.0,1
2021-07-01,CD,CL,CC,CL,3,3,14.0,20.0,20.0,6.0,6.0,0.0,1
2021-07-01,CC,CL,CL,NC,2,2,6.0,23.0,,17.0,,,1
2021-07-01,CD,CD,CL,CL,8,3+,10.0,14.0,16.0,4.0,6.0,2.0,1
2021-07-01,CD,CD,CD,CD,4,3+,1.0,6.0,19.0,5.0,18.0,13.0,1
2021-07-01,TW,CD,CD,NC,2,2,18.0,31.0,,13.0,,,1
2021-07-01,CD,CD,CD,CD,3,3,6.0,9.0,17.0,3.0,11.0,8.0,1
2021-07-01,CD,CD,CD,CD,3,3,5.0,28.0,31.0,23.0,26.0,3.0,1
2021-07-01,CL,CL,CL,NC,2,2,11.0,19.0,,8.0,,,1
2021-07-01,CD,CL,CD,NC,2,2,7.0,23.0,,16.0,,,1
2021-07-01,CD,CD,CL,NC,2,2,9.0,28.0,,19.0,,,1
2021-07-01,TW,CD,CD,NC,2,2,20.0,22.0,,2.0,,,1
2021-07-01,CL,TW,HPL,NC,2,2,36.0,36.0,,0.0,,,1
2021-07-01,TW,CC,CL,NC,2,2,16.0,20.0,,4.0,,,1
2021-07-01,CL,CL,CD,CL,6,3+,8.0,14.0,19.0,6.0,11.0,5.0,1
2021-07-01,CD,CD,CD,CD,3,3,10.0,19.0,25.0,9.0,15.0,6.0,1
2021-07-01,CD,CC,CD,CC,6,3+,1.0,11.0,11.0,10.0,10.0,0.0,1
2021-07-01,CD,CD,CD,CD,4,3+,14.0,17.0,34.0,3.0,20.0,17.0,1
2021-07-01,CD,CD,CD,CD,3,3,5.0,10.0,11.0,5.0,6.0,1.0,1
2021-07-01,CD,CL,CL,NC,2,2,5.0,19.0,,14.0,,,1
2021-07-01,CD,CL,CL,CC,3,3,5.0,12.0,28.0,7.0,23.0,16.0,1
2021-07-01,CD,CL,CD,NC,2,2,24.0,33.0,,9.0,,,2
2021-06-01,CD,CD,CD,CD,3,3,8.0,25.0,39.0,17.0,31.0,14.0,1
2021-05-01,TW,CD,TW,NC,2,2,21.0,32.0,,11.0,,,1
2021-05-01,CD,CL,CL,NC,2,2,5.0,29.0,,24.0,,,1
2021-05-01,CD,CD,CD,CD,3,3,5.0,13.0,30.0,8.0,25.0,17.0,1
2021-05-01,CD,CD,CD,CD,6,3+,5.0,14.0,18.0,9.0,13.0,4.0,1
2021-06-01,CD,CD,CD,CD,7,3+,4.0,7.0,17.0,3.0,13.0,10.0,1
2021-05-01,CD,CD,CD,CD,3,3,8.0,14.0,39.0,6.0,31.0,25.0,1
2021-06-01,CD,CL,CD,CL,3,3,20.0,37.0,40.0,17.0,20.0,3.0,1
2021-07-01,CL,CD,HPL,CD,3,3,13.0,38.0,38.0,25.0,25.0,0.0,1
2021-05-01,CD,CD,CD,CD,4,3+,5.0,15.0,32.0,10.0,27.0,17.0,1
2021-05-01,CD,CD,CL,CL,4,3+,4.0,10.0,15.0,6.0,11.0,5.0,1
2021-07-01,CD,CD,CC,CL,3,3,18.0,18.0,18.0,0.0,0.0,0.0,1
2021-07-01,CD,CD,CL,CL,5,3+,11.0,19.0,28.0,8.0,17.0,9.0,1
2021-05-01,CD,CD,CD,CD,3,3,10.0,14.0,38.0,4.0,28.0,24.0,1
2021-06-01,CD,HPL,CD,NC,2,2,21.0,38.0,,17.0,,,1
2021-05-01,CD,TW,CD,NC,2,2,34.0,41.0,,7.0,,,1
2021-05-01,CD,CD,TW,CD,3,3,6.0,28.0,35.0,22.0,29.0,7.0,1
2021-05-01,CD,CD,CL,CL,4,3+,6.0,8.0,12.0,2.0,6.0,4.0,1
2021-05-01,CD,TW,CD,NC,2,2,22.0,24.0,,2.0,,,1
2021-05-01,CD,CD,CD,CD,6,3+,5.0,8.0,15.0,3.0,10.0,7.0,1
2021-07-01,CD,CD,CD,CD,4,3+,7.0,7.0,7.0,0.0,0.0,0.0,1
2021-06-01,CD,CD,CD,CD,4,3+,8.0,13.0,27.0,5.0,19.0,14.0,1
2021-05-01,CD,TW,CD,CD,3,3,15.0,28.0,38.0,13.0,23.0,10.0,1
2021-06-01,CD,CD,CD,CD,5,3+,7.0,9.0,19.0,2.0,12.0,10.0,1
2021-06-01,CD,CD,CD,CD,5,3+,13.0,27.0,33.0,14.0,20.0,6.0,1
2021-05-01,CC,CD,CD,NC,2,2,30.0,37.0,,7.0,,,1
2021-06-01,CD,CD,CD,CD,4,3+,14.0,34.0,38.0,20.0,24.0,4.0,1
2021-06-01,CD,CD,CL,NC,2,2,21.0,36.0,,15.0,,,1
2021-06-01,CD,CD,TW,NC,2,2,11.0,15.0,,4.0,,,1
2021-07-01,CD,CC,CL,CD,3,3,9.0,9.0,11.0,0.0,2.0,2.0,1
2021-06-01,CD,CC,CL,CL,3,3,29.0,33.0,38.0,4.0,9.0,5.0,1
2021-06-01,CD,CL,CD,NC,2,2,17.0,23.0,,6.0,,,1
2021-07-01,CD,CD,CD,HPL,4,3+,19.0,29.0,35.0,10.0,16.0,6.0,1
2021-05-01,CD,CD,CL,CL,3,3,8.0,12.0,33.0,4.0,25.0,21.0,1
2021-06-01,CD,CL,CL,NC,2,2,8.0,11.0,,3.0,,,1
2021-06-01,CD,CD,CD,CD,5,3+,7.0,8.0,23.0,1.0,16.0,15.0,1
2021-05-01,CD,CC,CD,CD,5,3+,0.0,0.0,17.0,0.0,17.0,17.0,1
2021-06-01,CD,CD,CD,CD,3,3,16.0,34.0,38.0,18.0,22.0,4.0,1
2021-05-01,CD,CD,CD,CD,3,3,32.0,33.0,41.0,1.0,9.0,8.0,1
2021-06-01,CD,CD,CD,CD,4,3+,5.0,12.0,25.0,7.0,20.0,13.0,1
2021-06-01,CD,CL,CD,NC,2,2,13.0,34.0,,21.0,,,1
2021-05-01,CD,CL,CL,CL,3,3,13.0,17.0,32.0,4.0,19.0,15.0,1
2021-06-01,CL,CD,CD,NC,2,2,6.0,28.0,,22.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,9.0,17.0,23.0,8.0,14.0,6.0,1
2021-05-01,CD,CD,CD,CD,3,3,23.0,23.0,33.0,0.0,10.0,10.0,1
2021-06-01,CL,CL,CC,CL,3,3,14.0,31.0,36.0,17.0,22.0,5.0,1
2021-07-01,CD,CD,CD,CD,3,3,10.0,17.0,38.0,7.0,28.0,21.0,1
2021-05-01,CD,CD,CD,CD,3,3,4.0,13.0,19.0,9.0,15.0,6.0,1
2021-05-01,CD,CD,CD,TW,3,3,16.0,24.0,40.0,8.0,24.0,16.0,1
2021-06-01,CD,CD,CD,CD,4,3+,4.0,6.0,11.0,2.0,7.0,5.0,1
2021-06-01,CD,CD,CD,CD,7,3+,9.0,13.0,14.0,4.0,5.0,1.0,1
2021-05-01,CD,CD,CD,CD,3,3,6.0,10.0,13.0,4.0,7.0,3.0,1
2021-05-01,CD,TW,HPL,NC,2,2,39.0,39.0,,0.0,,,1
2021-06-01,CD,CL,CL,CL,3,3,24.0,31.0,37.0,7.0,13.0,6.0,1
2021-07-01,CD,CD,CD,CD,3,3,9.0,18.0,31.0,9.0,22.0,13.0,1
2021-05-01,CD,CD,CD,CD,4,3+,14.0,21.0,28.0,7.0,14.0,7.0,1
2021-06-01,CD,CD,CD,CD,4,3+,9.0,10.0,17.0,1.0,8.0,7.0,1
2021-07-01,CL,HPL,NC,NC,1,1,33.0,,,,,,1
2021-07-01,CD,CD,CD,CD,4,3+,1.0,14.0,16.0,13.0,15.0,2.0,1
2021-07-01,CD,CD,CC,NC,2,2,26.0,29.0,,3.0,,,1
2021-06-01,CD,CD,CD,CD,5,3+,11.0,22.0,26.0,11.0,15.0,4.0,1
2021-05-01,CD,CL,CD,CL,3,3,4.0,22.0,40.0,18.0,36.0,18.0,1
2021-05-01,CD,CD,CD,CD,3,3,15.0,32.0,36.0,17.0,21.0,4.0,1
2021-05-01,CD,CD,CC,NC,2,2,12.0,28.0,,16.0,,,2
2021-05-01,CD,CD,CD,CD,4,3+,8.0,16.0,30.0,8.0,22.0,14.0,1
2021-05-01,CD,CD,CD,CD,3,3,1.0,4.0,10.0,3.0,9.0,6.0,1
2021-05-01,CD,CL,CD,CL,5,3+,8.0,16.0,19.0,8.0,11.0,3.0,1
2021-05-01,CD,CD,CD,CD,4,3+,8.0,14.0,18.0,6.0,10.0,4.0,1
2021-05-01,CD,CD,CD,CD,4,3+,0.0,1.0,37.0,1.0,37.0,36.0,1
2021-05-01,CD,CL,CL,NC,2,2,15.0,20.0,,5.0,,,2
2021-05-01,CD,CD,CL,NC,2,2,28.0,33.0,,5.0,,,1
2021-05-01,CD,CD,CD,CD,4,3+,10.0,29.0,31.0,19.0,21.0,2.0,1
2021-05-01,CD,CD,CL,CD,3,3,20.0,27.0,34.0,7.0,14.0,7.0,1
2021-05-01,CD,CD,CD,CD,3,3,12.0,18.0,29.0,6.0,17.0,11.0,3
2021-05-01,CD,CD,TW,HPL,3,3,9.0,40.0,40.0,31.0,31.0,0.0,1
2021-05-01,CD,CD,CL,CL,6,3+,1.0,6.0,19.0,5.0,18.0,13.0,1
2021-05-01,CD,CL,CL,CL,5,3+,15.0,20.0,30.0,5.0,15.0,10.0,1
2021-05-01,CD,CD,CD,CD,3,3,5.0,31.0,36.0,26.0,31.0,5.0,1
2021-05-01,CD,CL,CD,CL,5,3+,6.0,9.0,14.0,3.0,8.0,5.0,1
2021-05-01,CD,CD,CD,CD,3,3,10.0,12.0,38.0,2.0,28.0,26.0,1
2021-05-01,CD,CD,CD,CD,3,3,14.0,27.0,37.0,13.0,23.0,10.0,1
2021-05-01,CD,CD,CD,CD,3,3,0.0,7.0,11.0,7.0,11.0,4.0,2
2021-05-01,CD,CD,CL,CC,4,3+,25.0,31.0,31.0,6.0,6.0,0.0,1
2021-05-01,CD,CD,CD,CD,3,3,15.0,19.0,27.0,4.0,12.0,8.0,1
2021-05-01,CD,CD,TW,HPL,3,3,13.0,35.0,35.0,22.0,22.0,0.0,1
2021-05-01,CD,CD,CD,CD,5,3+,10.0,26.0,38.0,16.0,28.0,12.0,1
2021-05-01,CD,CL,CL,NC,2,2,8.0,37.0,,29.0,,,2
2021-05-01,CD,CD,CD,CD,3,3,28.0,30.0,38.0,2.0,10.0,8.0,1
2021-05-01,CD,CL,TW,CC,3,3,8.0,29.0,29.0,21.0,21.0,0.0,1
2021-05-01,CD,CL,CD,CD,3,3,19.0,23.0,37.0,4.0,18.0,14.0,1
2021-05-01,CD,CD,CD,CD,3,3,11.0,18.0,27.0,7.0,16.0,9.0,1
2021-05-01,CD,CD,CD,CD,6,3+,1.0,6.0,7.0,5.0,6.0,1.0,1
2021-05-01,CD,CD,CC,NC,2,2,24.0,30.0,,6.0,,,1
2021-05-01,CD,CL,CC,NC,2,2,5.0,17.0,,12.0,,,1
2021-05-01,CD,CD,CL,NC,2,2,11.0,33.0,,22.0,,,1
2021-05-01,CD,CL,CL,CL,3,3,7.0,23.0,32.0,16.0,25.0,9.0,1
2021-05-01,CD,CD,CD,CD,3,3,9.0,23.0,36.0,14.0,27.0,13.0,1
2021-05-01,CD,CD,CD,CL,3,3,6.0,15.0,17.0,9.0,11.0,2.0,1
2021-05-01,CD,CD,CD,CL,6,3+,8.0,13.0,15.0,5.0,7.0,2.0,1
